restaurant_id,date,ingredient_id,ingredient_name,shelf_life_days,supplier_lead_time_days,projected_usage_qty,order_qty,waste_qty,stockout_risk
R006,2025-02-02,ING009,Lettuce,2,3,0.1,1.05,0.0,0.064
R006,2025-02-02,ING010,Cheese,4,5,0.93,1.99,0.26,0.222
R006,2025-02-03,ING001,Rice,12,3,0.23,1.46,0.56,0.036
R006,2025-02-03,ING002,Chicken,2,2,0.0,2.11,0.28,0.169
R006,2025-02-03,ING003,Paneer,3,4,1.0,4.72,0.44,0.186
R006,2025-02-03,ING004,Onion,5,7,0.0,3.76,0.7,0.222
R006,2025-02-03,ING005,Tomato,4,5,2.1,3.83,0.69,0.141
R006,2025-02-03,ING006,Oil,20,30,1.81,3.51,0.24,0.206
R006,2025-02-03,ING007,Flour,10,15,0.0,2.66,0.64,0.241
R006,2025-02-03,ING008,Bread,8,4,2.04,3.18,0.56,0.226
R006,2025-02-03,ING009,Lettuce,2,3,1.57,4.54,0.5,0.179
R006,2025-02-03,ING010,Cheese,4,5,2.53,5.42,1.49,0.24
R006,2025-02-04,ING001,Rice,12,3,2.27,3.45,0.15,0.059
R006,2025-02-04,ING002,Chicken,2,2,0.32,3.92,0.48,0.133
R006,2025-02-04,ING003,Paneer,3,4,1.65,3.3,0.62,0.036
R006,2025-02-04,ING004,Onion,5,7,0.0,3.67,0.89,0.157
R006,2025-02-04,ING005,Tomato,4,5,0.73,2.3,0.64,0.238
R006,2025-02-04,ING006,Oil,20,30,0.0,1.17,0.0,0.003
R006,2025-02-04,ING007,Flour,10,15,1.75,2.81,0.27,0.229
R006,2025-02-04,ING008,Bread,8,4,0.85,3.1,0.38,0.1
R006,2025-02-04,ING009,Lettuce,2,3,1.62,4.79,0.78,0.171
R006,2025-02-04,ING010,Cheese,4,5,2.04,5.67,1.24,0.208
R006,2025-02-05,ING001,Rice,12,3,3.42,5.21,0.36,0.072
R006,2025-02-05,ING002,Chicken,2,2,3.08,3.1,0.66,0.213
R006,2025-02-05,ING003,Paneer,3,4,0.0,0.77,0.21,0.079
R006,2025-02-05,ING004,Onion,5,7,0.0,2.09,0.29,0.179
R006,2025-02-05,ING005,Tomato,4,5,1.61,3.97,0.4,0.238
R006,2025-02-05,ING006,Oil,20,30,1.56,3.71,0.95,0.227
R006,2025-02-05,ING007,Flour,10,15,0.0,1.49,0.16,0.242
R006,2025-02-05,ING008,Bread,8,4,0.0,0.31,0.65,0.177
R006,2025-02-05,ING009,Lettuce,2,3,0.83,4.23,0.42,0.073
R006,2025-02-05,ING010,Cheese,4,5,5.09,7.87,1.33,0.122
R006,2025-02-06,ING001,Rice,12,3,3.39,4.37,0.61,0.236
R006,2025-02-06,ING002,Chicken,2,2,3.48,4.45,1.37,0.131
R006,2025-02-06,ING003,Paneer,3,4,0.51,1.67,0.24,0.145
R006,2025-02-06,ING004,Onion,5,7,0.21,3.87,0.37,0.046
R006,2025-02-06,ING005,Tomato,4,5,1.49,3.63,0.42,0.154
R006,2025-02-06,ING006,Oil,20,30,0.32,1.25,0.03,0.209
R006,2025-02-06,ING007,Flour,10,15,0.5,1.88,0.35,0.034
R006,2025-02-06,ING008,Bread,8,4,0.0,1.22,0.41,0.09
R006,2025-02-06,ING009,Lettuce,2,3,2.69,4.32,0.0,0.186
R006,2025-02-06,ING010,Cheese,4,5,2.56,3.85,0.44,0.04
R006,2025-02-07,ING001,Rice,12,3,1.91,2.09,0.52,0.283
R006,2025-02-07,ING002,Chicken,2,2,2.59,4.47,0.89,0.26
R006,2025-02-07,ING003,Paneer,3,4,1.09,1.36,0.26,0.203
R006,2025-02-07,ING004,Onion,5,7,1.98,3.39,0.51,0.347
R006,2025-02-07,ING005,Tomato,4,5,2.02,2.94,0.22,0.309
R006,2025-02-07,ING006,Oil,20,30,1.75,5.31,0.95,0.391
R006,2025-02-07,ING007,Flour,10,15,1.8,3.25,0.66,0.152
R006,2025-02-07,ING008,Bread,8,4,0.0,0.41,0.1,0.222
R006,2025-02-07,ING009,Lettuce,2,3,1.74,3.37,0.13,0.278
R006,2025-02-07,ING010,Cheese,4,5,0.0,2.09,0.58,0.345
R006,2025-02-08,ING001,Rice,12,3,0.0,0.67,0.13,0.122
R006,2025-02-08,ING002,Chicken,2,2,0.01,3.09,0.15,0.022
R006,2025-02-08,ING003,Paneer,3,4,0.85,3.07,0.52,0.032
R006,2025-02-08,ING004,Onion,5,7,2.03,4.99,0.92,0.186
R006,2025-02-08,ING005,Tomato,4,5,2.32,5.42,1.09,0.242
R006,2025-02-08,ING006,Oil,20,30,1.1,2.13,0.33,0.145
R006,2025-02-08,ING007,Flour,10,15,3.22,6.63,1.4,0.07
R006,2025-02-08,ING008,Bread,8,4,3.35,4.95,0.76,0.119
R006,2025-02-08,ING009,Lettuce,2,3,4.09,4.71,0.55,0.056
R006,2025-02-08,ING010,Cheese,4,5,1.93,3.36,0.64,0.042
R006,2025-02-09,ING001,Rice,12,3,4.47,5.38,0.29,0.166
R006,2025-02-09,ING002,Chicken,2,2,0.0,3.8,0.83,0.016
R006,2025-02-09,ING003,Paneer,3,4,1.82,3.84,0.33,0.148
R006,2025-02-09,ING004,Onion,5,7,1.52,3.76,0.74,0.159
R006,2025-02-09,ING005,Tomato,4,5,2.44,3.07,0.65,0.122
R006,2025-02-09,ING006,Oil,20,30,0.0,1.36,0.0,0.009
R006,2025-02-09,ING007,Flour,10,15,2.23,5.85,0.81,0.201
R006,2025-02-09,ING008,Bread,8,4,2.03,2.33,0.68,0.016
R006,2025-02-09,ING009,Lettuce,2,3,1.78,3.11,0.24,0.027
R006,2025-02-09,ING010,Cheese,4,5,1.48,1.54,0.36,0.024
R006,2025-02-10,ING001,Rice,12,3,1.73,2.0,0.22,0.135
R006,2025-02-10,ING002,Chicken,2,2,0.95,4.78,0.57,0.213
R006,2025-02-10,ING003,Paneer,3,4,1.78,4.05,0.21,0.11
R006,2025-02-10,ING004,Onion,5,7,5.34,6.31,0.61,0.141
R006,2025-02-10,ING005,Tomato,4,5,0.0,2.52,0.88,0.105
R006,2025-02-10,ING006,Oil,20,30,0.74,3.16,0.21,0.165
R006,2025-02-10,ING007,Flour,10,15,5.28,8.39,1.22,0.063
R006,2025-02-10,ING008,Bread,8,4,0.77,4.22,1.07,0.105
R006,2025-02-10,ING009,Lettuce,2,3,3.75,5.35,1.15,0.248
R006,2025-02-10,ING010,Cheese,4,5,2.16,5.79,1.26,0.105
R006,2025-02-11,ING001,Rice,12,3,0.0,2.22,0.14,0.11
R006,2025-02-11,ING002,Chicken,2,2,0.01,1.57,0.13,0.202
R006,2025-02-11,ING003,Paneer,3,4,1.91,2.09,0.54,0.054
R006,2025-02-11,ING004,Onion,5,7,0.0,1.1,0.24,0.204
R006,2025-02-11,ING005,Tomato,4,5,1.32,2.66,0.0,0.143
R006,2025-02-11,ING006,Oil,20,30,2.45,4.66,1.01,0.099
R006,2025-02-11,ING007,Flour,10,15,3.52,5.78,0.66,0.084
R006,2025-02-11,ING008,Bread,8,4,1.7,5.57,1.4,0.153
R006,2025-02-11,ING009,Lettuce,2,3,1.89,5.57,0.64,0.068
R006,2025-02-11,ING010,Cheese,4,5,3.75,5.24,0.7,0.102
R006,2025-02-12,ING001,Rice,12,3,3.19,4.41,0.86,0.246
R006,2025-02-12,ING002,Chicken,2,2,2.47,4.55,1.45,0.209
R006,2025-02-12,ING003,Paneer,3,4,1.09,3.34,0.82,0.045
R006,2025-02-12,ING004,Onion,5,7,0.0,0.06,0.0,0.032
R006,2025-02-12,ING005,Tomato,4,5,1.97,2.96,0.4,0.031
R006,2025-02-12,ING006,Oil,20,30,1.41,1.97,0.57,0.079
R006,2025-02-12,ING007,Flour,10,15,0.65,3.06,0.36,0.053
R006,2025-02-12,ING008,Bread,8,4,3.83,6.98,1.86,0.236
R006,2025-02-12,ING009,Lettuce,2,3,3.13,5.06,1.2,0.161
R006,2025-02-12,ING010,Cheese,4,5,1.71,2.11,0.68,0.089
R006,2025-02-13,ING001,Rice,12,3,2.19,2.55,0.25,0.307
R006,2025-02-13,ING002,Chicken,2,2,0.0,0.54,0.15,0.295
R006,2025-02-13,ING003,Paneer,3,4,0.0,1.1,0.54,0.368
R006,2025-02-13,ING004,Onion,5,7,1.75,2.6,0.26,0.23
R006,2025-02-13,ING005,Tomato,4,5,2.32,3.18,0.09,0.355
R006,2025-02-13,ING006,Oil,20,30,2.03,4.46,0.34,0.256
R006,2025-02-13,ING007,Flour,10,15,3.26,3.92,0.59,0.246
R006,2025-02-13,ING008,Bread,8,4,0.0,0.02,0.0,0.28
R006,2025-02-13,ING009,Lettuce,2,3,0.68,4.15,0.38,0.262
R006,2025-02-13,ING010,Cheese,4,5,2.67,3.78,0.6,0.19
R006,2025-02-14,ING001,Rice,12,3,2.08,3.06,0.81,0.072
R006,2025-02-14,ING002,Chicken,2,2,1.77,3.46,0.33,0.006
R006,2025-02-14,ING003,Paneer,3,4,0.06,1.5,0.15,0.123
R006,2025-02-14,ING004,Onion,5,7,0.83,3.61,0.71,0.199
R006,2025-02-14,ING005,Tomato,4,5,2.34,4.55,0.53,0.1
R006,2025-02-14,ING006,Oil,20,30,1.63,2.09,0.16,0.084
R006,2025-02-14,ING007,Flour,10,15,0.0,1.98,0.5,0.157
R006,2025-02-14,ING008,Bread,8,4,0.0,0.8,0.12,0.188
R006,2025-02-14,ING009,Lettuce,2,3,1.2,4.98,0.86,0.226
R006,2025-02-14,ING010,Cheese,4,5,0.67,4.32,0.02,0.193
R006,2025-02-15,ING001,Rice,12,3,2.96,5.37,0.77,0.037
R006,2025-02-15,ING002,Chicken,2,2,3.43,7.09,1.56,0.147
R006,2025-02-15,ING003,Paneer,3,4,1.09,4.24,0.79,0.229
R006,2025-02-15,ING004,Onion,5,7,0.31,1.33,0.0,0.184
R006,2025-02-15,ING005,Tomato,4,5,1.35,3.21,0.52,0.228
R006,2025-02-15,ING006,Oil,20,30,2.17,2.8,0.38,0.119
R006,2025-02-15,ING007,Flour,10,15,0.0,1.86,0.14,0.234
R006,2025-02-15,ING008,Bread,8,4,3.1,5.77,0.43,0.005
R006,2025-02-15,ING009,Lettuce,2,3,1.29,4.09,0.44,0.204
R006,2025-02-15,ING010,Cheese,4,5,0.94,4.6,0.96,0.122
R006,2025-02-16,ING001,Rice,12,3,1.83,4.59,0.88,0.026
R006,2025-02-16,ING002,Chicken,2,2,4.17,6.63,1.37,0.068
R006,2025-02-16,ING003,Paneer,3,4,3.39,3.53,0.6,0.196
R006,2025-02-16,ING004,Onion,5,7,2.34,3.72,0.0,0.002
R006,2025-02-16,ING005,Tomato,4,5,0.0,3.18,0.2,0.1
R006,2025-02-16,ING006,Oil,20,30,2.92,3.28,0.76,0.072
R006,2025-02-16,ING007,Flour,10,15,0.0,0.42,0.0,0.114
R006,2025-02-16,ING008,Bread,8,4,1.76,2.57,0.69,0.217
R006,2025-02-16,ING009,Lettuce,2,3,1.47,2.55,0.0,0.088
R006,2025-02-16,ING010,Cheese,4,5,2.72,3.45,0.43,0.036
R006,2025-02-17,ING001,Rice,12,3,1.55,3.68,0.8,0.037
R006,2025-02-17,ING002,Chicken,2,2,1.98,3.61,0.3,0.04
R006,2025-02-17,ING003,Paneer,3,4,0.55,1.37,0.0,0.059
R006,2025-02-17,ING004,Onion,5,7,0.94,1.78,0.5,0.131
R006,2025-02-17,ING005,Tomato,4,5,0.61,3.04,0.38,0.226
R006,2025-02-17,ING006,Oil,20,30,1.24,4.77,0.32,0.18
R006,2025-02-17,ING007,Flour,10,15,1.61,5.01,0.79,0.048
R006,2025-02-17,ING008,Bread,8,4,1.51,3.45,0.25,0.107
R006,2025-02-17,ING009,Lettuce,2,3,3.96,7.37,1.67,0.111
R006,2025-02-17,ING010,Cheese,4,5,0.86,4.3,0.1,0.151
R006,2025-02-18,ING001,Rice,12,3,2.27,5.26,0.89,0.374
R006,2025-02-18,ING002,Chicken,2,2,0.57,0.74,0.01,0.376
R006,2025-02-18,ING003,Paneer,3,4,3.69,6.8,0.94,0.162
R006,2025-02-18,ING004,Onion,5,7,0.49,4.24,0.23,0.33
R006,2025-02-18,ING005,Tomato,4,5,2.43,3.39,0.02,0.204
R006,2025-02-18,ING006,Oil,20,30,0.0,3.71,0.0,0.339
R006,2025-02-18,ING007,Flour,10,15,2.49,4.58,0.03,0.169
R006,2025-02-18,ING008,Bread,8,4,2.27,5.14,0.76,0.297
R006,2025-02-18,ING009,Lettuce,2,3,1.22,3.01,0.43,0.386
R006,2025-02-18,ING010,Cheese,4,5,2.84,3.63,0.95,0.257
R006,2025-02-19,ING001,Rice,12,3,1.25,2.99,0.29,0.168
R006,2025-02-19,ING002,Chicken,2,2,2.6,4.39,0.41,0.238
R006,2025-02-19,ING003,Paneer,3,4,2.08,3.09,0.31,0.086
R006,2025-02-19,ING004,Onion,5,7,3.09,6.0,1.11,0.102
R006,2025-02-19,ING005,Tomato,4,5,2.7,2.74,0.0,0.144
R006,2025-02-19,ING006,Oil,20,30,0.54,3.51,0.8,0.195
R006,2025-02-19,ING007,Flour,10,15,0.88,2.46,0.61,0.193
R006,2025-02-19,ING008,Bread,8,4,0.0,2.82,0.56,0.05
R006,2025-02-19,ING009,Lettuce,2,3,2.32,3.11,0.57,0.136
R006,2025-02-19,ING010,Cheese,4,5,4.1,7.86,0.88,0.101
R006,2025-02-20,ING001,Rice,12,3,1.94,5.8,1.15,0.216
R006,2025-02-20,ING002,Chicken,2,2,1.88,5.18,1.01,0.277
R006,2025-02-20,ING003,Paneer,3,4,0.0,0.71,0.29,0.152
R006,2025-02-20,ING004,Onion,5,7,2.51,2.71,0.75,0.199
R006,2025-02-20,ING005,Tomato,4,5,0.0,1.16,0.61,0.318
R006,2025-02-20,ING006,Oil,20,30,1.38,2.29,0.23,0.394
R006,2025-02-20,ING007,Flour,10,15,2.76,6.03,0.84,0.224
R006,2025-02-20,ING008,Bread,8,4,0.0,3.19,0.61,0.389
R006,2025-02-20,ING009,Lettuce,2,3,2.22,4.52,0.0,0.337
R006,2025-02-20,ING010,Cheese,4,5,5.17,6.18,1.6,0.309
R006,2025-02-21,ING001,Rice,12,3,1.61,5.04,0.7,0.02
R006,2025-02-21,ING002,Chicken,2,2,0.58,1.34,0.57,0.002
R006,2025-02-21,ING003,Paneer,3,4,1.26,5.07,0.62,0.137
R006,2025-02-21,ING004,Onion,5,7,0.0,0.48,0.0,0.247
R006,2025-02-21,ING005,Tomato,4,5,1.59,5.12,0.84,0.129
R006,2025-02-21,ING006,Oil,20,30,0.0,3.94,0.67,0.087
R006,2025-02-21,ING007,Flour,10,15,0.17,2.01,0.17,0.08
R006,2025-02-21,ING008,Bread,8,4,0.0,3.21,0.94,0.065
R006,2025-02-21,ING009,Lettuce,2,3,0.0,1.21,0.27,0.187
R006,2025-02-21,ING010,Cheese,4,5,1.41,5.3,0.91,0.196
R006,2025-02-22,ING001,Rice,12,3,0.84,4.27,0.35,0.186
R006,2025-02-22,ING002,Chicken,2,2,2.53,5.27,0.68,0.13
R006,2025-02-22,ING003,Paneer,3,4,0.0,1.59,0.96,0.165
R006,2025-02-22,ING004,Onion,5,7,3.6,4.78,0.4,0.166
R006,2025-02-22,ING005,Tomato,4,5,2.77,4.23,1.15,0.04
R006,2025-02-22,ING006,Oil,20,30,1.12,2.51,0.22,0.236
R006,2025-02-22,ING007,Flour,10,15,0.0,0.03,0.34,0.085
R006,2025-02-22,ING008,Bread,8,4,0.74,1.97,0.0,0.074
R006,2025-02-22,ING009,Lettuce,2,3,2.65,6.25,0.49,0.04
R006,2025-02-22,ING010,Cheese,4,5,2.28,3.79,0.22,0.039
R006,2025-02-23,ING001,Rice,12,3,3.48,3.55,0.38,0.084
R006,2025-02-23,ING002,Chicken,2,2,1.51,1.86,0.58,0.242
R006,2025-02-23,ING003,Paneer,3,4,2.04,5.53,0.8,0.13
R006,2025-02-23,ING004,Onion,5,7,0.22,4.04,0.46,0.169
R006,2025-02-23,ING005,Tomato,4,5,0.67,1.26,0.12,0.127
R006,2025-02-23,ING006,Oil,20,30,0.53,4.29,0.3,0.127
R006,2025-02-23,ING007,Flour,10,15,1.64,4.16,0.79,0.123
R006,2025-02-23,ING008,Bread,8,4,0.0,3.14,0.2,0.228
R006,2025-02-23,ING009,Lettuce,2,3,2.74,4.68,0.8,0.137
R006,2025-02-23,ING010,Cheese,4,5,2.32,2.87,0.63,0.192
R006,2025-02-24,ING001,Rice,12,3,1.77,5.68,0.57,0.249
R006,2025-02-24,ING002,Chicken,2,2,0.84,3.38,0.75,0.026
R006,2025-02-24,ING003,Paneer,3,4,0.73,1.39,0.28,0.11
R006,2025-02-24,ING004,Onion,5,7,3.37,5.36,0.9,0.231
R006,2025-02-24,ING005,Tomato,4,5,2.68,4.73,1.07,0.106
R006,2025-02-24,ING006,Oil,20,30,1.29,5.21,0.61,0.012
R006,2025-02-24,ING007,Flour,10,15,0.39,2.58,0.0,0.118
R006,2025-02-24,ING008,Bread,8,4,1.41,3.64,0.27,0.017
R006,2025-02-24,ING009,Lettuce,2,3,1.26,2.19,0.38,0.226
R006,2025-02-24,ING010,Cheese,4,5,2.84,4.07,0.43,0.12
R006,2025-02-25,ING001,Rice,12,3,0.35,4.28,1.0,0.309
R006,2025-02-25,ING002,Chicken,2,2,1.85,3.43,0.08,0.22
R006,2025-02-25,ING003,Paneer,3,4,1.42,4.03,0.26,0.188
R006,2025-02-25,ING004,Onion,5,7,2.29,3.06,0.76,0.348
R006,2025-02-25,ING005,Tomato,4,5,2.02,2.22,0.28,0.177
R006,2025-02-25,ING006,Oil,20,30,0.0,1.9,0.16,0.151
R006,2025-02-25,ING007,Flour,10,15,1.29,1.92,0.36,0.182
R006,2025-02-25,ING008,Bread,8,4,0.99,1.39,0.57,0.295
R006,2025-02-25,ING009,Lettuce,2,3,2.02,4.12,0.26,0.365
R006,2025-02-25,ING010,Cheese,4,5,3.2,3.44,0.64,0.269
R006,2025-02-26,ING001,Rice,12,3,0.07,0.66,0.0,0.199
R006,2025-02-26,ING002,Chicken,2,2,3.64,5.44,0.8,0.193
R006,2025-02-26,ING003,Paneer,3,4,5.98,9.09,1.2,0.233
R006,2025-02-26,ING004,Onion,5,7,0.0,2.57,0.58,0.073
R006,2025-02-26,ING005,Tomato,4,5,3.24,4.43,0.61,0.17
R006,2025-02-26,ING006,Oil,20,30,1.37,5.18,1.07,0.173
R006,2025-02-26,ING007,Flour,10,15,0.36,3.09,1.27,0.204
R006,2025-02-26,ING008,Bread,8,4,3.01,5.85,1.03,0.026
R006,2025-02-26,ING009,Lettuce,2,3,2.62,4.94,0.9,0.1
R006,2025-02-26,ING010,Cheese,4,5,2.29,4.63,0.47,0.174
R006,2025-02-27,ING001,Rice,12,3,0.82,2.38,0.2,0.168
R006,2025-02-27,ING002,Chicken,2,2,3.66,5.08,0.53,0.166
R006,2025-02-27,ING003,Paneer,3,4,1.5,4.1,0.72,0.007
R006,2025-02-27,ING004,Onion,5,7,2.6,4.7,0.59,0.182
R006,2025-02-27,ING005,Tomato,4,5,3.39,4.59,0.79,0.047
R006,2025-02-27,ING006,Oil,20,30,3.5,6.29,1.16,0.023
R006,2025-02-27,ING007,Flour,10,15,0.0,2.16,0.98,0.131
R006,2025-02-27,ING008,Bread,8,4,4.24,7.87,1.17,0.112
R006,2025-02-27,ING009,Lettuce,2,3,0.79,3.33,0.46,0.011
R006,2025-02-27,ING010,Cheese,4,5,0.82,2.58,0.65,0.031
R006,2025-02-28,ING001,Rice,12,3,4.35,6.54,0.44,0.027
R006,2025-02-28,ING002,Chicken,2,2,0.8,0.82,0.0,0.036
R006,2025-02-28,ING003,Paneer,3,4,0.0,1.51,0.29,0.154
R006,2025-02-28,ING004,Onion,5,7,1.96,4.6,1.09,0.081
R006,2025-02-28,ING005,Tomato,4,5,2.22,5.33,1.31,0.139
R006,2025-02-28,ING006,Oil,20,30,0.0,1.03,0.06,0.061
R006,2025-02-28,ING007,Flour,10,15,2.39,5.58,0.07,0.201
R006,2025-02-28,ING008,Bread,8,4,4.37,4.67,0.62,0.238
R006,2025-02-28,ING009,Lettuce,2,3,1.4,4.63,0.51,0.126
R006,2025-02-28,ING010,Cheese,4,5,3.17,5.53,0.59,0.103
R006,2025-03-01,ING001,Rice,12,3,3.5,5.6,0.61,0.153
R006,2025-03-01,ING002,Chicken,2,2,4.04,5.26,0.61,0.244
R006,2025-03-01,ING003,Paneer,3,4,0.44,2.91,0.91,0.361
R006,2025-03-01,ING004,Onion,5,7,3.25,5.01,1.17,0.226
R006,2025-03-01,ING005,Tomato,4,5,2.34,3.38,0.98,0.344
R006,2025-03-01,ING006,Oil,20,30,0.0,2.09,0.58,0.383
R006,2025-03-01,ING007,Flour,10,15,2.18,4.09,0.72,0.191
R006,2025-03-01,ING008,Bread,8,4,2.65,2.77,0.41,0.256
R006,2025-03-01,ING009,Lettuce,2,3,3.87,5.41,0.53,0.268
R006,2025-03-01,ING010,Cheese,4,5,1.23,3.68,0.19,0.288
R006,2025-03-02,ING001,Rice,12,3,0.0,0.49,0.0,0.102
R006,2025-03-02,ING002,Chicken,2,2,0.0,3.26,0.18,0.069
R006,2025-03-02,ING003,Paneer,3,4,1.79,2.17,0.75,0.124
R006,2025-03-02,ING004,Onion,5,7,2.95,6.84,0.81,0.076
R006,2025-03-02,ING005,Tomato,4,5,2.66,3.03,0.16,0.249
R006,2025-03-02,ING006,Oil,20,30,3.74,7.6,0.96,0.017
R006,2025-03-02,ING007,Flour,10,15,0.8,3.24,0.06,0.196
R006,2025-03-02,ING008,Bread,8,4,0.2,2.63,0.43,0.066
R006,2025-03-02,ING009,Lettuce,2,3,0.65,4.23,0.19,0.005
R006,2025-03-02,ING010,Cheese,4,5,0.64,4.4,1.28,0.209
R006,2025-03-03,ING001,Rice,12,3,0.55,0.89,0.3,0.083
R006,2025-03-03,ING002,Chicken,2,2,1.12,3.91,0.34,0.068
R006,2025-03-03,ING003,Paneer,3,4,1.56,2.89,0.12,0.033
R006,2025-03-03,ING004,Onion,5,7,0.6,2.9,0.69,0.199
R006,2025-03-03,ING005,Tomato,4,5,2.69,6.58,0.96,0.201
R006,2025-03-03,ING006,Oil,20,30,0.71,3.1,0.66,0.025
R006,2025-03-03,ING007,Flour,10,15,3.76,6.83,1.85,0.046
R006,2025-03-03,ING008,Bread,8,4,3.91,4.59,0.58,0.189
R006,2025-03-03,ING009,Lettuce,2,3,0.5,2.52,0.37,0.03
R006,2025-03-03,ING010,Cheese,4,5,3.75,5.31,0.68,0.018
R006,2025-03-04,ING001,Rice,12,3,0.0,1.07,0.0,0.2
R006,2025-03-04,ING002,Chicken,2,2,0.0,3.6,0.4,0.256
R006,2025-03-04,ING003,Paneer,3,4,1.86,4.24,0.89,0.219
R006,2025-03-04,ING004,Onion,5,7,0.8,2.05,0.23,0.166
R006,2025-03-04,ING005,Tomato,4,5,1.23,3.87,0.14,0.337
R006,2025-03-04,ING006,Oil,20,30,3.99,5.9,1.33,0.174
R006,2025-03-04,ING007,Flour,10,15,0.9,3.47,0.34,0.314
R006,2025-03-04,ING008,Bread,8,4,2.23,3.89,0.72,0.223
R006,2025-03-04,ING009,Lettuce,2,3,1.52,5.38,0.94,0.323
R006,2025-03-04,ING010,Cheese,4,5,0.31,3.37,0.69,0.216
R006,2025-03-05,ING001,Rice,12,3,2.99,5.16,0.7,0.328
R006,2025-03-05,ING002,Chicken,2,2,3.38,5.63,0.51,0.38
R006,2025-03-05,ING003,Paneer,3,4,2.85,5.62,1.26,0.183
R006,2025-03-05,ING004,Onion,5,7,0.6,1.97,0.63,0.388
R006,2025-03-05,ING005,Tomato,4,5,2.36,6.15,0.27,0.205
R006,2025-03-05,ING006,Oil,20,30,0.66,2.49,0.12,0.279
R006,2025-03-05,ING007,Flour,10,15,0.48,4.42,0.01,0.357
R006,2025-03-05,ING008,Bread,8,4,3.02,3.05,0.57,0.358
R006,2025-03-05,ING009,Lettuce,2,3,2.89,5.5,0.84,0.265
R006,2025-03-05,ING010,Cheese,4,5,0.0,3.92,0.72,0.184
R006,2025-03-06,ING001,Rice,12,3,1.42,4.83,0.74,0.049
R006,2025-03-06,ING002,Chicken,2,2,2.56,3.31,1.02,0.022
R006,2025-03-06,ING003,Paneer,3,4,1.48,1.81,0.2,0.045
R006,2025-03-06,ING004,Onion,5,7,1.54,2.26,0.35,0.001
R006,2025-03-06,ING005,Tomato,4,5,0.0,2.12,0.19,0.064
R006,2025-03-06,ING006,Oil,20,30,1.83,3.59,0.8,0.127
R006,2025-03-06,ING007,Flour,10,15,4.12,4.75,0.31,0.169
R006,2025-03-06,ING008,Bread,8,4,5.91,9.86,1.62,0.061
R006,2025-03-06,ING009,Lettuce,2,3,0.0,3.89,1.06,0.103
R006,2025-03-06,ING010,Cheese,4,5,0.0,3.68,0.53,0.167
R006,2025-03-07,ING001,Rice,12,3,0.69,2.18,0.43,0.152
R006,2025-03-07,ING002,Chicken,2,2,0.37,1.09,0.02,0.166
R006,2025-03-07,ING003,Paneer,3,4,0.0,0.4,0.0,0.202
R006,2025-03-07,ING004,Onion,5,7,0.36,3.36,0.38,0.104
R006,2025-03-07,ING005,Tomato,4,5,0.0,0.01,0.0,0.207
R006,2025-03-07,ING006,Oil,20,30,3.09,4.91,0.87,0.074
R006,2025-03-07,ING007,Flour,10,15,0.67,4.64,0.85,0.204
R006,2025-03-07,ING008,Bread,8,4,2.19,5.27,0.7,0.086
R006,2025-03-07,ING009,Lettuce,2,3,2.08,2.33,0.0,0.08
R006,2025-03-07,ING010,Cheese,4,5,3.55,4.41,0.74,0.042
R006,2025-03-08,ING001,Rice,12,3,2.49,3.42,0.93,0.206
R006,2025-03-08,ING002,Chicken,2,2,0.37,1.83,0.48,0.021
R006,2025-03-08,ING003,Paneer,3,4,1.98,5.52,0.57,0.148
R006,2025-03-08,ING004,Onion,5,7,1.98,5.25,1.05,0.232
R006,2025-03-08,ING005,Tomato,4,5,3.38,4.8,0.47,0.071
R006,2025-03-08,ING006,Oil,20,30,2.15,3.7,0.57,0.091
R006,2025-03-08,ING007,Flour,10,15,0.24,2.75,0.31,0.221
R006,2025-03-08,ING008,Bread,8,4,1.85,3.73,1.14,0.056
R006,2025-03-08,ING009,Lettuce,2,3,2.98,6.8,1.05,0.224
R006,2025-03-08,ING010,Cheese,4,5,3.08,6.52,0.88,0.036
R006,2025-03-09,ING001,Rice,12,3,4.7,5.13,0.79,0.156
R006,2025-03-09,ING002,Chicken,2,2,1.37,4.66,1.2,0.099
R006,2025-03-09,ING003,Paneer,3,4,0.0,3.27,0.26,0.241
R006,2025-03-09,ING004,Onion,5,7,3.04,5.33,0.72,0.144
R006,2025-03-09,ING005,Tomato,4,5,0.19,2.01,0.57,0.136
R006,2025-03-09,ING006,Oil,20,30,0.0,3.3,0.76,0.107
R006,2025-03-09,ING007,Flour,10,15,5.43,8.05,1.32,0.202
R006,2025-03-09,ING008,Bread,8,4,0.0,2.09,0.2,0.03
R006,2025-03-09,ING009,Lettuce,2,3,1.36,4.09,0.64,0.169
R006,2025-03-09,ING010,Cheese,4,5,3.52,4.45,1.06,0.066
R006,2025-03-10,ING001,Rice,12,3,0.68,3.14,0.2,0.15
R006,2025-03-10,ING002,Chicken,2,2,2.91,6.25,0.4,0.193
R006,2025-03-10,ING003,Paneer,3,4,2.61,4.13,0.59,0.198
R006,2025-03-10,ING004,Onion,5,7,0.57,0.6,0.45,0.051
R006,2025-03-10,ING005,Tomato,4,5,1.95,4.93,0.58,0.009
R006,2025-03-10,ING006,Oil,20,30,2.87,3.11,0.55,0.043
R006,2025-03-10,ING007,Flour,10,15,0.15,2.99,0.04,0.112
R006,2025-03-10,ING008,Bread,8,4,2.41,4.94,0.61,0.058
